小丑,8.7,托德·菲利普斯 Todd Phillips,https://movie.douban.com/subject/27119724/
忠犬八公物语,9.2,神山征二郎 Seijirô Kôyama,https://movie.douban.com/subject/1959195/
雨中曲,9.1,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,https://movie.douban.com/subject/1293460/
背靠背，脸对脸,9.5,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,https://movie.douban.com/subject/1307856/
荒蛮故事,8.8,达米安·斯兹弗隆 Damián Szifron,https://movie.douban.com/subject/24750126/
2001太空漫游,8.9,斯坦利·库布里克 Stanley Kubrick,https://movie.douban.com/subject/1292226/
小偷家族,8.7,是枝裕和 Hirokazu Koreeda,https://movie.douban.com/subject/27622447/
心灵奇旅,8.7,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,https://movie.douban.com/subject/24733428/
无敌破坏王,8.7,瑞奇·莫尔 Rich Moore,https://movie.douban.com/subject/6534248/
无间道2,8.7,刘伟强 / 麦兆辉,https://movie.douban.com/subject/1307106/
爆裂鼓手,8.7,达米恩·查泽雷 Damien Chazelle,https://movie.douban.com/subject/25773932/
冰川时代,8.6,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,https://movie.douban.com/subject/1291578/
贫民窟的百万富翁,8.6,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,https://movie.douban.com/subject/2209573/
恐怖游轮,8.5,克里斯托弗·史密斯 Christopher Smith,https://movie.douban.com/subject/3011051/
东邪西毒,8.6,王家卫 Kar Wai Wong,https://movie.douban.com/subject/1292328/
牯岭街少年杀人事件,8.9,杨德昌 Edward Yang,https://movie.douban.com/subject/1292329/
魔女宅急便,8.7,宫崎骏 Hayao Miyazaki,https://movie.douban.com/subject/1307811/
遗愿清单,8.7,罗伯·莱纳 Rob Reiner,https://movie.douban.com/subject/1867345/
东京教父,9.0,今敏 Satoshi Kon,https://movie.douban.com/subject/1310177/
大佛普拉斯,8.7,黄信尧 Hsin-yao Huang,https://movie.douban.com/subject/27059130/
你看起来好像很好吃,8.9,藤森雅也 Masaya Fujimori,https://movie.douban.com/subject/4848115/
真爱至上,8.6,理查德·柯蒂斯 Richard Curtis,https://movie.douban.com/subject/1292401/
黑天鹅,8.6,达伦·阿罗诺夫斯基 Darren Aronofsky,https://movie.douban.com/subject/1978709/
可可西里,8.9,陆川 Chuan Lu,https://movie.douban.com/subject/1308857/
城市之光,9.3,Charles Chaplin,https://movie.douban.com/subject/1293908/
源代码,8.5,邓肯·琼斯 Duncan Jones,https://movie.douban.com/subject/3075287/
雨人,8.7,巴瑞·莱文森 Barry Levinson,https://movie.douban.com/subject/1291870/
海边的曼彻斯特,8.6,肯尼斯·罗纳根 Kenneth Lonergan,https://movie.douban.com/subject/25980443/
恋恋笔记本,8.5,尼克·卡索维茨 Nick Cassavetes,https://movie.douban.com/subject/1309163/
初恋这件小事,8.5,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭,https://movie.douban.com/subject/4739952/
波西米亚狂想曲,8.6,布莱恩·辛格 Bryan Singer,https://movie.douban.com/subject/5300054/
人工智能,8.7,史蒂文·斯皮尔伯格 Steven Spielberg,https://movie.douban.com/subject/1302827/
青蛇,8.6,徐克 Hark Tsui,https://movie.douban.com/subject/1303394/
虎口脱险,8.9,杰拉尔·乌里 Gérard Oury,https://movie.douban.com/subject/1296909/
终结者2：审判日,8.8,詹姆斯·卡梅隆 James Cameron,https://movie.douban.com/subject/1291844/
疯狂的麦克斯4：狂暴之路,8.7,乔治·米勒 George Miller,https://movie.douban.com/subject/3592854/
罗生门,8.8,黑泽明 Akira Kurosawa,https://movie.douban.com/subject/1291879/
新龙门客栈,8.7,李惠民 Raymond Lee,https://movie.douban.com/subject/1292287/
末路狂花,8.9,雷德利·斯科特 Ridley Scott,https://movie.douban.com/subject/1291992/
萤火虫之墓,8.7,高畑勋 Isao Takahata,https://movie.douban.com/subject/1293318/
千钧一发,8.8,安德鲁·尼科尔 Andrew Niccol,https://movie.douban.com/subject/1300117/
崖上的波妞,8.6,宫崎骏 Hayao Miyazaki,https://movie.douban.com/subject/1959877/
无耻混蛋,8.6,昆汀·塔伦蒂诺 Quentin Tarantino,https://movie.douban.com/subject/1438652/
彗星来的那一夜,8.6,詹姆斯·沃德·布柯特 James Ward Byrkit,https://movie.douban.com/subject/25807345/
奇迹男孩,8.6,斯蒂芬·卓博斯基 Stephen Chbosky,https://movie.douban.com/subject/26787574/
花束般的恋爱,8.6,土井裕泰 Nobuhiro Doi,https://movie.douban.com/subject/34874432/
二十二,8.7,郭柯 Ke Guo,https://movie.douban.com/subject/26430107/
爱乐之城,8.4,达米恩·查泽雷 Damien Chazelle,https://movie.douban.com/subject/25934014/
黑客帝国2：重装上阵,8.7,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,https://movie.douban.com/subject/1304141/
芙蓉镇,9.3,谢晋 Jin Xie,https://movie.douban.com/subject/1297880/
血钻,8.7,爱德华·兹威克 Edward Zwick,https://movie.douban.com/subject/1428175/
战争之王,8.7,安德鲁·尼科尔 Andrew Niccol,https://movie.douban.com/subject/1419936/
步履不停,8.8,是枝裕和 Hirokazu Koreeda,https://movie.douban.com/subject/2222996/
房间,8.8,伦尼·阿伯拉罕森 Lenny Abrahamson,https://movie.douban.com/subject/25724855/
哈利·波特与死亡圣器(上),8.5,大卫·叶茨 David Yates,https://movie.douban.com/subject/2051007/
魂断蓝桥,8.8,茂文·勒鲁瓦 Mervyn LeRoy,https://movie.douban.com/subject/1293964/
火星救援,8.5,雷德利·斯科特 Ridley Scott,https://movie.douban.com/subject/25864085/
千年女优,8.8,今敏 Satoshi Kon,https://movie.douban.com/subject/1307394/
谍影重重2,8.7,保罗·格林格拉斯 Paul Greengrass,https://movie.douban.com/subject/1308767/
弱点,8.7,约翰·李·汉考克 John Lee Hancock,https://movie.douban.com/subject/3552028/
白日梦想家,8.6,本·斯蒂勒 Ben Stiller,https://movie.douban.com/subject/2133323/
哈利·波特与凤凰社,8.5,大卫·叶茨 David Yates,https://movie.douban.com/subject/1457217/
阿飞正传,8.5,王家卫 Kar Wai Wong,https://movie.douban.com/subject/1305690/
谍影重重,8.6,道格·里曼 Doug Liman,https://movie.douban.com/subject/1304102/
朗读者,8.6,史蒂芬·戴德利 Stephen Daldry,https://movie.douban.com/subject/2213597/
蜘蛛侠：平行宇宙,8.6,鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey,https://movie.douban.com/subject/26374197/
燃情岁月,8.8,爱德华·兹威克 Edward Zwick,https://movie.douban.com/subject/1295865/
再次出发之纽约遇见你,8.6,约翰·卡尼 John Carney,https://movie.douban.com/subject/6874403/
香水,8.5,汤姆·提克威 Tom Tykwer,https://movie.douban.com/subject/1760622/
发条橙,8.6,斯坦利·库布里克 Stanley Kubrick,https://movie.douban.com/subject/1292233/
